HEARING	SPEAKER	MAIN SPEAKER	ROLE	TEXT
2019-11-21	Adam Schiff	D-Schiff	Democrat	Yes, it does.
2019-11-21	Adam Schiff	D-Schiff	Democrat	Mr. Jordan.
2019-11-21	Adam Schiff	D-Schiff	Democrat	Mr. Welch.
2019-11-21	Adam Schiff	D-Schiff	Democrat	Mr. Maloney.
2019-11-21	Adam Schiff	D-Schiff	Democrat	Without objection.
2019-11-21	Adam Schiff	D-Schiff	Democrat	Without objection.
2019-11-21	Adam Schiff	D-Schiff	Democrat	Ms. Demings.
2019-11-21	Adam Schiff	D-Schiff	Democrat	Mr. Krishnamoorthi.
2019-11-21	Adam Schiff	D-Schiff	Democrat	That concludes the member questioning. We?ll now go to closing statements. Mr. Nunes, do you have any closing remarks?
2019-11-21	Adam Schiff	D-Schiff	Democrat	I thank the gentleman. First of all, I want to thank you both for your testimony. I want to thank you for your long years of service to the country. You?re not Democratic witnesses or Republican witnesses, you?re nonpartisan witnesses, and you have stuck to the facts, and that is as it should be.
2019-11-21	Adam Schiff	D-Schiff	Democrat	"First, I want to make a couple observations about the hearing today. Dr. Hill, you were criticized several times by my colleagues for your opening statement. I?m glad you didn?t back down from it. You?re much more diplomatic than I am, I have to say. Anyone watching these proceedings, anyone reading the deposition transcripts would have the same impression that you evidently had from hearing my colleagues talk about the Russia hoax, that the whole idea that Russia had gotten involved in the 2016 election was a hoax put out by the Democrats. And of course, they?re not alone in pushing out this idea; it is trumpeted by no one other than the President of the United States who, almost on a daily basis at times, would comment and tweet and propagate the idea that Russia?s interference in our election was a hoax."
2019-11-21	Adam Schiff	D-Schiff	Democrat	And of course, we all remember that debacle in Helsinki when the president stood next to Vladimir Putin and questioned his own intelligence agencies. I wish I had heard just some of the righteous indignation we heard in the committee today when the president questioned that fundamental conclusion of our intelligence agencies, but of course, they were silent when the president said that. They?ll show indignation today, but they will cower when they hear the president questioning the very conclusions that our intelligence community has reached.
2019-11-21	Adam Schiff	D-Schiff	Democrat	But we saw something interesting also today. My colleagues sought to use you, Dr. Hill, to besmirch the character of Col. Vindman, and I thought this was very interesting. Certainly wasn?t unexpected, but it was very interesting for this reason: They didn?t really question anything Col. Vindman said. After all, what Col. Vindman said is what you?ve said. He was in that July 10th meeting, he heard the same quid pro quo, the same comments by Sondland, ?If you want this meeting, Ukrainians, and we have an agreement about this, you got to announce you?re going to do these investigations.? He heard the same quid pro quo that you did. So why are they smearing him?
2019-11-21	Adam Schiff	D-Schiff	Democrat	"Mr. Holmes, you testified just as Vindman said, Col. Vindman said that he warned Zelensky about getting involved in US politics. They don?t question that, they didn?t take issue with that. So why smear this Purple Heart recipient? Just like the smear of Ambassador Yovanovitch, it?s just gratuitous. They don?t question the facts; it?s just gratuitous. The attack on you, Mr. Holmes, that you were indiscreet in mentioning this conversation to others. Well, I think you?re quite right, the indiscretion is when an ambassador to the EU calls the president on an insecure line in a country known for Russian telecommunications and eavesdropping. That?s more than indiscretion, that?s a security risk."
2019-11-21	Adam Schiff	D-Schiff	Democrat	But why attack you, Mr. Holmes? They didn?t question anything you said. They didn?t question what conversation you overheard. Ambassador Sondland, indeed, didn?t question what you said. He acknowledged that the one thing the president wanted to know the day after that conversation with Zelensky was, ? Is he going to do the investigations?? And Sondland said, ?Yes, he?ll do anything you ask.? They don?t question that. So why attack you?
2019-11-21	Adam Schiff	D-Schiff	Democrat	They didn?t question your testimony when you said, and I think you asked Ambassador Sondland, ?Does Donald Trump give a blank,? and I would like to use the word here, ?about Ukraine?? And he said, ?He doesn?t give a blank about Ukraine. He only cares about the big stuff.? And you said, ?Well, there?s some big stuff here. Ukraine?s at war with Russia, that?s kind of big stuff.? And his answer was, ?No, no, no, no, no. He cares about the big stuff that matters to him, his personal interests, like the Biden investigation that Giuliani wants.? I mean, one question posed by your testimony, Mr. Holmes, is what do we care about? Do we care about the big stuff like the Constitution, like an oath of office, or do we only care now about party? What do we care about?
2019-11-21	Adam Schiff	D-Schiff	Democrat	But let?s go beyond your testimony today. Let?s look at the bigger picture. What do we know now after these depositions, these secret depositions? Now, people watching at home might not know that in these secret depositions, which apparently no one else is allowed to hear, no members are allowed to participate, it?s just secret, apparently, sounds like it?s just me and the witness, only over a hundred members of Congress are able to participate in those secret depositions. And the minority was just so unable to participate, they got the same time they got in these open hearings. It was the same format. That was the secret star chamber that you?ve been hearing so much about.
2019-11-21	Adam Schiff	D-Schiff	Democrat	So, what have we learned through these depositions and through the testimony? Because so much of this is really undisputed. We learned that a dedicated public servant named Marie Yovanovitch, known for fighting corruption, widely respected throughout the diplomatic corps, was ruthlessly smeared by Rudy Giuliani, by the president?s own son, by their friends on Fox prime time and a whole host of other characters. Her reputation was sullied so they could get her out of the way, which they did. And you?re right, it was gratuitous. The president could?ve gotten rid of her any time he wanted, but that?s not enough for this president. No, he has to smear and destroy those that get in his way, and someone fighting corruption in Ukraine was getting in his way, so she?s gone. She?s gone.
2019-11-21	Adam Schiff	D-Schiff	Democrat	And this makes way almost immediately thereafter, she leaves, the Three Amigos come in. The Three Amigos, two of whom never made the connection that Burisma means Biden. It took Tim Morrison all of 30 seconds on Google to figure that out. But we?re to believe, I guess, that in all the companies in all the world, that Rudy Giuliani just happens to be interested in this one? That?s absurd. The interest, of course, was in an investigation of Donald Trump?s rival, the one that he apparently feared the most. And they were willing to do whatever was necessary to get Ukraine to do that dirty work, to do that political investigation.
2019-11-21	Adam Schiff	D-Schiff	Democrat	And so it began, ?We?re not going to set up a phone call until you make certain commitments.? That was Ambassador Sondland?s testimony. The first quid pro quo was actually just getting on the phone with President Trump. And then there was the quid pro quo involving the White House meeting, and witness after witness, and none of my colleagues contested this, talked about just how important that meeting was to the president of Ukraine and why? They?re at war with Russia, and their most important ally is the United States, and the most important person in the United States for that relationship is the president of the United States.
2019-11-21	Adam Schiff	D-Schiff	Democrat	And if President Zelensky can show that he has a good relationship with the president of the United States, it means to his people that this new president has the support of their most important patron, and it means to the Russians that we have their back. This president, this new president who is negotiating with a far superior power that has invaded his country, is going into a negotiation with Putin over how to resolve this conflict. Whether he has good leverage or lousy leverage depends on whether the Russians think he has a relationship with the president. And the president wouldn?t give him that, not without getting something in return, wouldn?t give him that official act, that White House meeting, without getting something in return. And that return was investigations of his rival that would help his reelection, an official act for something of clear value and something very important. The big stuff, as Sondland explained to you, Mr. Holmes, to help his campaign.
2019-11-21	Adam Schiff	D-Schiff	Democrat	Now, we also heard abundant testimony about the other quid pro quo, the withholding of security assistance, which no one can explain. There?s no debate among my colleagues. Everyone in the NSC, in the State Department, the Defense Department, everyone supported this, everyone. All the reviews that needed to be done to make sure that Ukraine was meeting its anti-corruption standards had been done, and they had found to meet the criteria. The aid should?ve been released, but it was withheld, and no one could understand or get a clear explanation for why, until it became clear to everyone, it?s all about the investigations, it?s all about the leverage.
2019-11-21	Adam Schiff	D-Schiff	Democrat	And if there was any doubt about it, the man closest to the president, who meets with him every day, Mick Mulvaney, erased all doubt. ?You?re darn right. Yes, we talked about the 2016 election investigation, and yes, this was in the context of holding up the military aid, and you know, just get used to it,? or just get over it, or whatever it was he said, ?because that?s how we roll.? Those are my words, not his, but that?s the import. ?Yeah, there?s going to be politics, and just get over it.? Well, if we care about the big stuff, we can?t just get over it.
2019-11-21	Adam Schiff	D-Schiff	Democrat	Now, my colleagues have had a lot of defenses to all of this evidence, which has piled up day after day after day. And it?s amazing, they hear you testify, Mr. Holmes, that it was clear that the security assistance was being withheld, it was clear to all of the Americans, it was clear to the Ukrainians. You testified the Ukrainians felt pressure, they still feel pressure to this day. And what do my colleagues say in the same hearing? I mean, I guess they?re not listening. ?The Ukrainians felt no pressure, there?s no evidence they felt pressure.
2019-11-21	Adam Schiff	D-Schiff	Democrat	Which gets into their next defense, which is, ?It?s all hearsay. It?s all hearsay.? Now, most of my colleagues, I guess, are not lawyers. Lawyers out there understand just how wrong they are about what hearsay is, but let?s just discuss this in terms that all people can understand. The impression they would have you take from ?It?s all hearsay? is, because we in this committee were not in that Ward Room with you, Dr. Hill, we were not in that meeting earlier with Dr. Bolton, that because we?re not in the room, it?s all hearsay. After all, you?re relating what you heard, and you?re saying it, so it must be hearsay, and therefore, we don?t really have to think about it, do we? We don?t have to consider that you have direct evidence that this meeting in the White House was being withheld because the president wanted these meetings, these investigations. We can?t accept that.
2019-11-21	Adam Schiff	D-Schiff	Democrat	Well, if that were true, you could never present any evidence in court unless the jury was also in the Ward Room. That?s absurd. They don?t accept the documentary evidence, all the text messages about quid pro quos, and ?Are we really saying,? and ?That?s crazy,? and ?My worst nightmare is the Russians will get it, and I?ll quit.? They don?t accept the documents, the few documents that we have from the State Department that weren?t produced, by the way, by the State Department, where Sondland communicates directly with the Secretary of State about this investigative interest of the president, and they don?t accept the documents either. I guess the documents are also hearsay.
2019-11-21	Adam Schiff	D-Schiff	Democrat	Now, might be a little more convincing if they were joining us in demanding that the documents be produced, but of course they?re not. And we know why not, because the documents are like that one we saw on the screen. They implicate others, including Secretary Pompeo, so of course Donald Trump and Secretary Pompeo don?t want us to see those documents.
2019-11-21	Adam Schiff	D-Schiff	Democrat	But apparently, it?s all hearsay. Even when you actually hear the president, Mr. Holmes, that?s hearsay. We can?t rely on people saying what the president said. Apparently, we can only rely on what the president says, and there, we shouldn?t even rely on that either. We shouldn?t really rely on what the president said in the call record. We should imagine he said something else. We should imagine he said something about actually fighting corruption, instead of what he actually said, which was, ?I want you to do us a favor, though. I want you to look into this 2016 CrowdStrike conspiracy theory, and I want you to look into the Bidens.
2019-11-21	Adam Schiff	D-Schiff	Democrat	I guess we?re not even supposed to rely on that because that?s hearsay. Well, that?s absurd. That would be like saying you can?t rely on the testimony of the burglars during Watergate because it?s only hearsay, or you can?t consider the fact that they tried to break in because they got caught. They actually didn?t get what they came for, so, you know, kind of no harm, no foul. That?s absurd. That?s absurd.
2019-11-21	Adam Schiff	D-Schiff	Democrat	But the other defense besides ?It failed, the scheme failed, they got caught,? the other defense is ?The president denies it.? Well, I guess that?s case closed, right? The president says, really quite spontaneously, it?s not as if he was asked in this way, ? No quid pro quo.? ?What do you want from Ukraine?? ?No quid pro quo.? This is the ?I?m not a crook? defense. You say it, and I guess that?s the end of it.
2019-11-21	Adam Schiff	D-Schiff	Democrat	Well, the only thing we can say is that it?s not so much that this situation is different in terms of Nixon?s conduct and Trump?s conduct. What we?ve seen here is far more serious than a third-rate burglary of the Democratic headquarters. What we?re talking about here is the withholding of recognition in that White House meeting, the withholding of military aid to an ally at war. That is beyond anything Nixon did.
2019-11-21	Adam Schiff	D-Schiff	Democrat	The difference between then and now is not the difference between Nixon and Trump, it?s the difference between that Congress and this one. And so, we are asking, where is Howard Baker? Where is Howard Baker? Where are the people who are willing to go beyond their party to look to their duty? I was struck by Col. Vindman?s testimony because he said that he acted out of duty. What is our duty here? That?s what we need to be asking, not using metaphors about balls and strikes, or our team and your team. I?ve heard my colleagues use those metaphors. This should be about duty. What is our duty?
2019-11-21	Adam Schiff	D-Schiff	Democrat	We are, and this gets to Mr. Heck?s point, we are the indispensable nation. We still are. People look to us from all over the world. Journalists from their jail cells in Turkey, the victims of mass extrajudicial killing in the Philippines, people who gathered in Tahrir Square wanting a representative government, people in China who are Uighurs, people in Ukraine who want a better future, they look to us. They?re not going to look to the Russians, they?re not going to look to the Chinese, they can?t look to Europe with all its problems. They still look to us, and increasingly, they don?t recognize what they see, because what they see is Americans saying, ?Don?t engage in political prosecutions,? and what they say back is, ?Oh, you mean like the Bidens and the Clintons that you want us to investigate?? What they see, they don?t recognize. And that is a terrible tragedy for us, but it?s a greater tragedy for the rest of the world.
2019-11-21	Adam Schiff	D-Schiff	Democrat	Now, I happen to think that when the founders provided a mechanism in the Constitution for impeachment, they were worried about what might happen if someone unethical took the highest office in the land and used it for their personal gain, and not because of deep care about the big things that should matter, like our national security and our defense and our allies, and what the country stands for. I happen to think that?s why they put that remedy in the Constitution.
2019-11-21	Adam Schiff	D-Schiff	Democrat	And I think we need to consult our conscience and our constituents and decide whether that remedy is appropriate here, whether that remedy is necessary here. And as you know, notwithstanding what my colleagues said, I resisted going down this path for a long time, but I will tell you why I could resist no more, and it came down to this. It came down to, actually, it came down to timing. It came down to the fact that the day after Bob Mueller testified? The day after Bob Mueller testified that Donald Trump invited Russian interference, ?Hey, Russia, if you?re listening, come get Hillary?s emails,? and later that day, they tried to hack her server. The day after he testified that not only did Trump invite that interference, but that he welcomed the help in the campaign, they made full use of it, they lied about it, they obstructed the investigation into it, and all this is in his testimony and his report. The day after that, Donald Trump is back on the phone asking another nation to involve itself in another US election.
2019-11-21	Adam Schiff	D-Schiff	Democrat	That says to me this president believes he is above the law, beyond accountability. And in my view, there is nothing more dangerous than an unethical president who believes they are above the law. And I would just say to people watching here at home and around the world, in the words of my great colleague, we are better than that. Adjourned.
0201-11-15	Adam Schiff	D-Schiff	Democrat	Order. Good morning, everyone. This is the second in a series of public hearings the committee will be holding as part of the House’s impeachment inquiry. Without objection, the chair is authorized to declare recess of the committee at any time. There is a quorum present. We will proceed today in the same fashion as our first hearing. I’ll make an opening statement, and then Ranking Member, Nunes, will have the opportunity to make a statement. Then we will turn to our witness for an opening statement and then to questions. For audience members, we welcome you and respect your interest in being here. In turn, we ask for your respect as we proceed with today’s hearing.
0201-11-15	Adam Schiff	D-Schiff	Democrat	It is the intention of the committee to proceed without disruptions. As chairman, I will take all necessary and appropriate steps to maintain order and to ensure that the committee is run in accordance with House rules and House Resolution 660. With that, I now recognize myself to give an opening statement in the impeachment inquiry into Donald J. Trump, the 45th president of the United States.
0201-11-15	Adam Schiff	D-Schiff	Democrat	In April 2019, the United States ambassador to Ukraine, Marie Yovanovitch, was in Kiev when she was called by a senior State Department official and told to get on the next plane back to Washington. Upon her return to DC, she was informed by her superiors that although she had done nothing wrong, she could no longer serve as ambassador to Ukraine because she did not have the confidence of the president. It was a stunning turn of events for this highly-regarded career diplomat who had done such a remarkable job fighting corruption in Ukraine that a short time earlier she had been asked by the State Department to extend her tour. Ambassador Yovanovitch has been in the Foreign Service for 33 years and served much of that time in the former Soviet Union.
0201-11-15	Adam Schiff	D-Schiff	Democrat	Her parents had fled Stalin and later Hitler, before settling in the United States. She is an exemplary officer who is widely praised and respected by her colleagues. She is known as an anti-corruption champion whose tour in Kiev was viewed as very successful. Ambassador Michael McKinley who had served with her in the Foreign Service for several decades stated that from the earliest days of her career in the Foreign Service she was excellent, serious, committed. I certainly remember her being one of those people who seemed to be destined for greater things. Her successor who is acting chief of mission in Ukraine, Ambassador Bill Taylor, described her as very frank. She was very direct. She made points very clearly and she was indeed tough on corruption. And she named names. And that sometimes is controversial out there, but she’s a strong person and made those charges.
0201-11-15	Adam Schiff	D-Schiff	Democrat	In her time in Kiev, Ambassador Yovanovitch was tough on corruption, too tough on corruption for some, and her principled stance made her enemies. As George Kent told this committee on Wednesday, you can’t promote principled anti-corruption action without pissing off corrupt people. And Ambassador Yovanovitch did not just piss off corrupt Ukrainians like the corrupt former Prosecutor General, Yuriy Lutsenko, but also certain Americans, like Rudy Giuliani, Donald Trump’s personal attorney, and two individuals now indicted who worked with him, Igor Fruman and Lev Parnas.
0201-11-15	Adam Schiff	D-Schiff	Democrat	Lutsenko, Giuliani, Fruman, Parnas and others who had come to include the president’s own son, Don Jr., promoted a smear campaign against her based on false allegations. At the State Department there was an effort to push back to obtain a statement of support from Secretary Pompeo, but those efforts failed when it became clear that President Trump wanted her gone. Some have argued that a president has the ability to nominate or remove any ambassador he wants, that they serve at the pleasure of the president, and that is true. The question before us is not whether Donald Trump could recall an American ambassador with a stellar reputation for fighting corruption in Ukraine, but why would he want to? Why did Rudy Giuliani want her gone, and why did Donald Trump?
0201-11-15	Adam Schiff	D-Schiff	Democrat	And why would Donald Trump instruct the new team he put in place, the three amigos, Gordon Sondland, Rick Perry and Kurt Volker, to work with the same man, Rudy Giuliani, who played such a central role in the smear campaign against her? Rudy Giuliani has made no secret of his desire to get Ukraine to open investigations into the Bidens, as well as a conspiracy theory of Ukrainian interference in the 2016 election. As he said in one interview in May 2019, we’re not meddling in an election, we’re meddling in an investigation, which we have a right to do. More recently, he told CNN’s Chris Cuomo, “Of course I did,” when asked if he had pressed Ukraine to investigate Joe Biden. And he has never been shy about who he is doing this work for, his client, the president.
0201-11-15	Adam Schiff	D-Schiff	Democrat	One powerful ally Giuliani had in Ukraine to promote these political investigations was Lutsenko, the corrupt former Prosecutor General. And one powerful adversary Lutsenko had was a certain United States ambassador named Marie Yovanovitch. It is no coincidence that in the now infamous July 25th call with Zelensky, Donald Trump brings up a corrupt Ukrainian prosecutor and praises him. Against all evidence, Trump claims that this former Prosecutor General was very good, and he was shut down, and that’s really unfair. But the woman known for fighting corruption, his own former ambassador, the woman ruthlessly smeared and driven from her post, the president does nothing but disparage, or worse, threaten.
0201-11-15	Adam Schiff	D-Schiff	Democrat	Well, she’s going to go through some things, the president declares. That tells you a lot about the president’s priorities and intentions. Getting rid of Ambassador Yovanovitch helped to set the stage for an irregular channel that could pursue the two investigations that mattered so much to the president, the 2016 conspiracy theory, and most important, an investigation into the 2020 political opponent he apparently feared most, Joe Biden. And the president’s scheme might have worked but for the fact that the man who would succeed Ambassador Yovanovitch, whom we heard from on Wednesday, Acting Ambassador Taylor, would eventually discover the effort to press Ukraine into conducting these investigations and would push back, but for the fact also that someone blew the whistle.
0201-11-15	Adam Schiff	D-Schiff	Democrat	Ambassador Yovanovitch was serving our nation’s interest in fighting corruption in Ukraine, but she was considered an obstacle to the furtherance of the president’s personal and political agenda. For that, she was smeared and cast aside. The powers of the presidency are immense, but they are not absolute. And they cannot be used for corrupt purpose. The American people expect their president to use the authority they grant him in the service of the nation, not to destroy others to advance his personal or political interests. I now recognize Ranking Member Nunes for his remarks.
0201-11-15	Adam Schiff	D-Schiff	Democrat	The gentlewoman is not recognized. I do want to comment and allow-
0201-11-15	Adam Schiff	D-Schiff	Democrat	The gentlewoman will state her point of order.
0201-11-15	Adam Schiff	D-Schiff	Democrat	The gentlewoman will suspend. That is not a proper point of order. The gentlewoman will suspend. I do-
0201-11-15	Adam Schiff	D-Schiff	Democrat	The gentleman is not recognized.
0201-11-15	Adam Schiff	D-Schiff	Democrat	The gentleman is not recognized.
0201-11-15	Adam Schiff	D-Schiff	Democrat	The gentleman is not recognized. I do want to respond. I allow the ranking member to-
0201-11-15	Adam Schiff	D-Schiff	Democrat	The gentleman is not recognized. I allow-
0201-11-15	Adam Schiff	D-Schiff	Democrat	The gentleman-
0201-11-15	Adam Schiff	D-Schiff	Democrat	The gentleman is not recognized.
0201-11-15	Adam Schiff	D-Schiff	Democrat	The ranking member was allowed to exceed the opening statement and I was happy to allow him to do so. I do want to respond to the call record. First of all, I’m grateful the president has released the call record. I would now ask the president to release the thousands of other records that he has instructed the State Department not to release, including Ambassador Taylor’s notes, including Ambassador Taylors cable, including George Kent’s memo, including documents from the Office of Management and Budget about why the military aide was withheld, including-
0201-11-15	Adam Schiff	D-Schiff	Democrat	The gentleman is not recognized. The gentleman will suspend.
0201-11-15	Adam Schiff	D-Schiff	Democrat	The gentleman will suspend.
0201-11-15	Adam Schiff	D-Schiff	Democrat	We would ask the president to stop obstructing the impeachment inquiry. And while we are grateful he has released a single document, he has nonetheless obstructed witnesses and their testimony and the production of thousands and thousands of other records. And finally, I would say this, Mr. President, I hope you will explain to the country today why it was after this call and while the Vice President was making plans to attend the inauguration and you instructed the Vice President not to attend Zelensky’s inauguration.
0201-11-15	Adam Schiff	D-Schiff	Democrat	Today-
0201-11-15	Adam Schiff	D-Schiff	Democrat	The gentlewoman is not recognized.
0201-11-15	Adam Schiff	D-Schiff	Democrat	The gentlewoman is not recognized.
0201-11-15	Adam Schiff	D-Schiff	Democrat	Today… no.
0201-11-15	Adam Schiff	D-Schiff	Democrat	The gentleman is not recognized. Today we are joined by a master Marie Yovanovitch. She was born in Canada to parents who fled the Soviet Union and the Nazis. Ambassador Yovanovitch immigrated to Connecticut at three, became a naturalized American at 18, and entered the US Foreign Service in 1986. She has served as US ambassador three times and been nominated by presidents of both parties. George W. Bush nominated her to be ambassador to the Kyrgyz Republic where she served from 2005 to 2008. President Obama then nominated her to be US ambassador to Armenia where she served from 2008 until 2011 and US ambassador to Ukraine where she served from 2016 until she was recalled to Washington by President Trump this May.
0201-11-15	Adam Schiff	D-Schiff	Democrat	Beyond these ambassadorial posts, she has held numerous other senior positions at the State Department including in the Bureau of European and Eurasian Affairs. She served as a dean at the Foreign Service Institute and taught National Security Strategy at the Defense University. She also previously served at US embassies in Kiev, Ottawa, Moscow, London and Mogadishu. Ambassador Yovanovitch has received multiple honors from the department for her diplomatic work, including the Presidential Distinguished Service Award and the Secretary’s Diplomacy in Human Rights Award. Two final points before our witness is sworn. First, witness deposition as part of this inquiry were unclassified in nature and all open hearings will also be held at the unclassified level. Any information that may touch on classified information will be addressed separately. Second, Congress will not tolerate any reprisal, threat of reprisal or attempt to retaliate against any US government official for testifying before Congress including you or any of your colleagues.
0201-11-15	Adam Schiff	D-Schiff	Democrat	If you would please rise and raise your right hand, I will begin by swearing you in. Do you swear or affirm that the testimony you’re about to give is the truth, the whole truth, and nothing but the truth, so help you God? Let the record show that the witness has answered in the affirmative. Thank you and please be seated. Without objection, your written statement will be made part of the record. With that, Ambassador Marie Yovanovitch, you are recognized for your opening statement.
0201-11-15	Adam Schiff	D-Schiff	Democrat	And ambassador, you’ll need to speak very close to the microphone.
0201-11-15	Adam Schiff	D-Schiff	Democrat	Thank you, Ambassador. We count ourselves lucky to have you serve the country as you have for decades. We will now move to the 45 minute rounds. I recognize myself and majority counsel for 45 minutes. Ambassador Yovanovitch, thank you again for appearing today. All Americans are deeply in your debt. And before I hand it over to Mr. Goldman, our staff counsel, I want to ask you about a few of the pivotal events of interest to the country. First of all, was fighting corruption in Ukraine a key element of US policy and one in which you placed the highest priority?
0201-11-15	Adam Schiff	D-Schiff	Democrat	And can you explain why?
0201-11-15	Adam Schiff	D-Schiff	Democrat	And I know this may be awkward for you to answer since it’s a question about yourself and your reputation, but is it fair to say that you earned a reputation for being a champion of anti-corruption efforts in Ukraine?
0201-11-15	Adam Schiff	D-Schiff	Democrat	I don’t know if you had a chance to watch George Kent’s testimony yesterday, but would you agree with his rather frank assessment that if you fight corruption, you’re going to piss off some corrupt people?
0201-11-15	Adam Schiff	D-Schiff	Democrat	And in your efforts fighting corruption to advance US policy interests, did you anger some of the corrupt leaders in Ukraine?
0201-11-15	Adam Schiff	D-Schiff	Democrat	Was one of those corrupt people Prosecutor General Yuriy Lutsenko?
0201-11-15	Adam Schiff	D-Schiff	Democrat	Was another one of those corrupt people Lutsenko’s predecessor another corrupt Prosecutor General named Viktor Shokin?
0201-11-15	Adam Schiff	D-Schiff	Democrat	At some point did you come to learn that both Lutsenko and Shokin were in touch with Rudy Giuliani, President Trump’s lawyer and representative?
0201-11-15	Adam Schiff	D-Schiff	Democrat	In fact, did Giuliani try to overturn a decision that you participated in to deny Shokin a visa?
0201-11-15	Adam Schiff	D-Schiff	Democrat	And that was denial was based on Mr. Shokin’s corruption?
0201-11-15	Adam Schiff	D-Schiff	Democrat	And was it Mr. Lutsenko, among others, who coordinated with Mr. Giuliani to pedal false accusations against you as well as the Bidens?
0201-11-15	Adam Schiff	D-Schiff	Democrat	And were these smears also amplified by the president’s son, Donald Trump Jr. as well as certain hosts on Fox?
0201-11-15	Adam Schiff	D-Schiff	Democrat	In the face of this smear campaign, did colleagues at the State Department try to get a statement of support for you from Secretary Pompeo?
0201-11-15	Adam Schiff	D-Schiff	Democrat	Were they successful?
0201-11-15	Adam Schiff	D-Schiff	Democrat	Did you come to learn that they couldn’t issue such a statement because they feared it would be undercut by the president?
0201-11-15	Adam Schiff	D-Schiff	Democrat	And then were you told that though you had done nothing wrong you did not enjoy the confidence of the president and could no longer serve as ambassador?
0201-11-15	Adam Schiff	D-Schiff	Democrat	In fact, you flew home from Kiev on the same day as the inauguration of Ukraine’s new president?
0201-11-15	Adam Schiff	D-Schiff	Democrat	That inauguration was attended by three who have become known as the three amigos, Ambassador Sondland, Volker and Perry, was it?
0201-11-15	Adam Schiff	D-Schiff	Democrat	And three days after that inauguration, in a meeting with President Trump, are you aware that the president designated these three amigos to coordinate Ukraine policy with Rudy Giuliani?
0201-11-15	Adam Schiff	D-Schiff	Democrat	This is the same Rudy Giuliani who orchestrated the smear campaign against you?
0201-11-15	Adam Schiff	D-Schiff	Democrat	And the same Rudy Giuliani who during the now infamous July 25th, phone call the President recommended to Zelensky in the context of the two investigations the president wanted into the 2016 election and the Bidens?
0201-11-15	Adam Schiff	D-Schiff	Democrat	And finally ambassador, in that July 25th phone call, the president praises one of these corrupt former Ukrainian prosecutors and says they were treated very unfairly. They were treated unfairly, not you was smeared and recalled, but one of them. What message does that send to your colleagues in the US Embassy in Kiev?
0201-11-15	Adam Schiff	D-Schiff	Democrat	Did you have concern though or do you have concern today about what message the president’s actions sends to the people who were still in Ukraine representing the United States when a well respected ambassador can be smeared out of her post with the participation and acquiescence of the president of the United States?
0201-11-15	Adam Schiff	D-Schiff	Democrat	Is it fair to say that other ambassadors and others of lesser rank who serve the United States in embassies around the world might look at this and think if I take on corrupt people in these countries that could happen to me?
0201-11-15	Adam Schiff	D-Schiff	Democrat	Mr. Goldman.
0201-11-15	Adam Schiff	D-Schiff	Democrat	Mr. Goldman, if I could follow up on that question, it seems like an appropriate time. Ambassador Yovanovitch, as we sit here testifying the president is attacking you on Twitter, and I’d like to give you a chance to respond, I’ll read part of one of his tweets. “Everywhere Marie Yovanovitch went turned bad. She started off in Somalia, how did that go?” He goes on to say later in the tweet, “It is the US president’s absolute right to appoint ambassadors.” First of all, Ambassador Yovanovitch, the Senate has a chance to confirm or deny an ambassador, do they not?
0201-11-15	Adam Schiff	D-Schiff	Democrat	But would you like to respond to the president’s attack that everywhere you went turned bad?
0201-11-15	Adam Schiff	D-Schiff	Democrat	Ambassador, you’ve shown the courage to come forward today and testify notwithstanding the fact you were urged by the White House or State Department not to, notwithstanding the fact that, as you testified earlier, the president implicitly threatened you in that call record. And now the president in real-time is attacking you. What effect do you think that has on other witnesses’ willingness to come forward and expose wrongdoing?
0201-11-15	Adam Schiff	D-Schiff	Democrat	It’s designed to intimidate, is it not?
0201-11-15	Adam Schiff	D-Schiff	Democrat	Well, I want to let you know, Ambassador, that some of us here take witness intimidation very, very seriously. Mr. Goldman.
0201-11-15	Adam Schiff	D-Schiff	Democrat	The gentleman will suspend. Votes are fairly imminent. We’re going to take a brief recess. I would ask everyone to remain seated-
0201-11-15	Adam Schiff	D-Schiff	Democrat	To allow the witness to exit the room, and we will resume after votes.
0201-11-15	Adam Schiff	D-Schiff	Democrat	The gentleman can seek recognition after we resume.
0201-11-15	Adam Schiff	D-Schiff	Democrat	We will come to order.
0201-11-15	Adam Schiff	D-Schiff	Democrat	Gentleman will state his inquiry.
0201-11-15	Adam Schiff	D-Schiff	Democrat	The gentleman… The TV for the witnesses wasn’t working, so they were given copies this morning. It is now 45 minutes to ranking member Nunes. [crosstalk 00:01:37].
0201-11-15	Adam Schiff	D-Schiff	Democrat	My understanding is the screen was not working in front of them, so they were given copies so they could read along since they can’t see the screens that we can. Mr. Nunes, you’re recognized for 45 minutes along with minority counsel.
0201-11-15	Adam Schiff	D-Schiff	Democrat	Without objection.
0201-11-15	Adam Schiff	D-Schiff	Democrat	The gentlewoman will suspend.
0201-11-15	Adam Schiff	D-Schiff	Democrat	The gentlewoman will suspend. You’re not recognized. Mr. Nunes, you or minority counsel-
0201-11-15	Adam Schiff	D-Schiff	Democrat	Under the House Resolution 660, you are not allowed to yield time except to minority counsel.
0201-11-15	Adam Schiff	D-Schiff	Democrat	Nope, that is not accurate.
