Year,Job Title,Category,Country,Region,Total,Latitude,Longitude
2017,Operations Manager,Legal,Brazil,South America,2,-3.544418773919112,-36.13910895921977
2017,Legal Consultant,Engineering,Brazil,South America,96,-6.848414926902418,-50.11500618524673
2017,Medical Doctor,Legal,Brazil,South America,8,4.958332126195103,-64.74312031703727
2017,Civil Engineer,Finance,Brazil,South America,0,-21.987827710471322,-41.971377980094054
2017,Product Manager,Engineering,Brazil,South America,0,-31.89596057876616,-50.254757974755286
2017,UX Designer,Engineering,Brazil,South America,62,-12.191762107659294,-70.8522961286094
2017,Cybersecurity Analyst,IT,Brazil,South America,36,-16.26519601094681,-44.628816788423606
2017,AI Researcher,Operations,Brazil,South America,94,-32.82373258384016,-38.88758539718606
2017,Software Engineer,Sales,China,Asia,20,33.761153111446276,88.38899131643029
2017,Data Scientist,Sales,China,Asia,77,43.96540907129207,122.79455323833295
2017,Marketing Manager,HR,China,Asia,55,52.760904141575715,114.83889913704184
2017,Financial Analyst,Legal,China,Asia,52,42.06907663998935,81.03686161961663
2017,HR Specialist,Legal,China,Asia,51,43.74722081315413,82.03768941508113
2017,IT Support,Operations,China,Asia,26,34.820613129128,74.2834580429307
2017,Sales Executive,Finance,China,Asia,5,40.889648934012314,115.80674071991217
2017,Operations Manager,HR,China,Asia,73,38.90894460094143,134.74145488084056
2017,Legal Consultant,Marketing,China,Asia,16,44.582244350072706,94.85645905053343
2017,Medical Doctor,Marketing,China,Asia,62,47.529991866481,98.9813682285844
2017,Civil Engineer,Finance,China,Asia,29,33.092566663927684,132.18796038696485
2017,Product Manager,Finance,China,Asia,90,19.465175050251695,134.21033596215636
2017,UX Designer,Finance,China,Asia,19,51.578978814296114,118.25990663725061
2017,Cybersecurity Analyst,Operations,China,Asia,50,46.701958079680026,87.7233673982082
2017,AI Researcher,Finance,China,Asia,51,50.9251143746186,115.54911846193525
2017,Software Engineer,Legal,Japan,Asia,75,40.823469507771364,132.97016802187105
2017,Data Scientist,IT,Japan,Asia,8,32.81714409836679,130.35047211538426
2017,Marketing Manager,HR,Japan,Asia,37,39.139842522545074,136.6546032584939
2017,Financial Analyst,Finance,Japan,Asia,9,30.966082828955564,137.3176086487041
2017,HR Specialist,Marketing,Japan,Asia,17,41.658254739652435,139.7900389571849
2017,IT Support,Operations,Japan,Asia,93,35.846598231112274,143.82793288136256
2017,Sales Executive,HR,Japan,Asia,68,34.38395270940906,137.8761753239872
2017,Operations Manager,Marketing,Japan,Asia,88,30.94966002444352,135.80860630021937
2017,Legal Consultant,HR,Japan,Asia,100,41.308633355120975,144.99799169450452
2017,Medical Doctor,Operations,Japan,Asia,53,32.533435317675874,136.07873099881988
2017,Civil Engineer,IT,Japan,Asia,32,42.88737430536809,131.9318285942411
2017,Product Manager,HR,Japan,Asia,6,35.7410345253972,139.78224813168498
2017,UX Designer,HR,Japan,Asia,87,44.233820183396645,145.00255749629483
2017,Cybersecurity Analyst,Sales,Japan,Asia,33,39.56077823048104,139.20662402731722
2017,AI Researcher,Engineering,Japan,Asia,94,37.61293673299052,130.3811308368064
2017,Software Engineer,HR,Mexico,North America,96,21.02403108993485,-88.79298189049389
2017,Data Scientist,Operations,Mexico,North America,94,25.541557917722294,-109.28774566284909
2017,Marketing Manager,IT,Mexico,North America,7,32.19230472759011,-111.97286594359122
2017,Financial Analyst,Legal,Mexico,North America,34,22.245879895679455,-94.11762174287301
2017,HR Specialist,Marketing,Mexico,North America,82,17.900592181166424,-116.36959816501687
2017,IT Support,Finance,Mexico,North America,49,18.487671822254722,-93.6650310326429
2017,Sales Executive,Legal,Mexico,North America,29,16.5032295808591,-99.74316551018396
2017,Operations Manager,Legal,Mexico,North America,87,25.296202640293735,-101.30524564993962
2017,Legal Consultant,Legal,Mexico,North America,60,31.336179772621424,-114.5058033544026
2017,Medical Doctor,Finance,Mexico,North America,62,22.30894018666841,-104.45873476725212
2017,Civil Engineer,Finance,Mexico,North America,8,27.040476998152315,-105.33588592720768
2017,Product Manager,HR,Mexico,North America,99,16.039271540523146,-87.8689848948973
2017,UX Designer,Marketing,Mexico,North America,14,18.345682921220895,-112.18295335395793
2017,Cybersecurity Analyst,Sales,Mexico,North America,93,22.123585854008788,-114.23763690542808
2017,AI Researcher,IT,Mexico,North America,98,20.64755440787625,-101.00246404954582
2017,Software Engineer,Finance,South Africa,Africa,89,-22.314106829303388,29.359695432541557
2017,Data Scientist,Operations,South Africa,Africa,0,-35.402971350306316,32.4617368146872
2017,Marketing Manager,Legal,South Africa,Africa,35,-26.175597759112907,22.763068057448784
2017,Financial Analyst,Finance,South Africa,Africa,82,-29.476722231516305,17.428305005848785
2017,HR Specialist,Operations,South Africa,Africa,91,-31.0231844499587,30.906531400064818
2017,IT Support,Finance,South Africa,Africa,60,-38.53197488755477,24.800023741573245
2017,Sales Executive,IT,South Africa,Africa,83,-43.13712861857322,23.649039630572045
2017,Operations Manager,IT,South Africa,Africa,48,-39.088987635635284,26.075279905655343
2017,Legal Consultant,HR,South Africa,Africa,33,-39.08054479264779,31.372023607307305
2017,Medical Doctor,Operations,South Africa,Africa,79,-27.539143410977143,30.947095927515385
2017,Civil Engineer,Legal,South Africa,Africa,66,-29.83124017950962,20.734094631369196
2017,Product Manager,Legal,South Africa,Africa,86,-37.561142999186345,21.649957297980702
2017,UX Designer,Sales,South Africa,Africa,59,-33.47018892270218,23.556037633642983
2017,Cybersecurity Analyst,IT,South Africa,Africa,67,-25.889171452904232,18.924867275977995
2017,AI Researcher,IT,South Africa,Africa,53,-34.95445492739255,30.704669110274107
2017,Software Engineer,Marketing,Italy,Europe,83,45.01478137364195,10.846105089310168
2017,Data Scientist,HR,Italy,Europe,26,41.61405374601345,8.953513539230565
2017,Marketing Manager,HR,Italy,Europe,20,45.08949312878913,8.555936610532363
2017,Financial Analyst,Legal,Italy,Europe,82,43.32337215249451,8.71760622241778
2017,HR Specialist,IT,Italy,Europe,42,42.7367327506331,12.44058113127841
2017,IT Support,Operations,Italy,Europe,14,42.03747297998793,14.050069984929957
2017,Sales Executive,Sales,Italy,Europe,55,37.709077721444835,14.478819049525367
2017,Operations Manager,Finance,Italy,Europe,88,46.14527726192968,18.42199443543626
2017,Legal Consultant,Sales,Italy,Europe,85,40.184231789654476,10.104112127133373
2017,Medical Doctor,HR,Italy,Europe,5,36.97851961382969,14.919910899665894
2017,Civil Engineer,IT,Italy,Europe,60,40.885865503522545,11.656211648437806
2017,Product Manager,Engineering,Italy,Europe,31,41.70674413736153,16.78197159679648
2017,UX Designer,Legal,Italy,Europe,15,45.69107692709695,6.938525912880111
2017,Cybersecurity Analyst,IT,Italy,Europe,79,43.23250144178406,15.190413460936004
2017,AI Researcher,Legal,Italy,Europe,42,39.31846022324415,8.617153025586713
2017,Software Engineer,Finance,Netherlands,Europe,36,51.34654660837318,4.346377713942743
2017,Data Scientist,Engineering,Netherlands,Europe,93,52.95744912497055,6.137768616300468
2017,Marketing Manager,HR,Netherlands,Europe,4,51.17724270287393,6.131989378351716
2017,Financial Analyst,Sales,Netherlands,Europe,12,51.311179858381045,4.638422657852409
2017,HR Specialist,Engineering,Netherlands,Europe,43,50.83105474426169,6.124503694193699
2017,IT Support,Legal,Netherlands,Europe,40,52.62878354289889,5.68934948107289
2017,Sales Executive,Legal,Netherlands,Europe,77,53.418940801462284,5.302935542499365
2017,Operations Manager,Operations,Netherlands,Europe,44,51.160123922914885,5.4853029594958915
2017,Legal Consultant,Legal,Netherlands,Europe,92,52.42140802535644,4.464690196296414
2017,Medical Doctor,HR,Netherlands,Europe,71,53.299299228918194,3.705932261517402
2017,Civil Engineer,Operations,Netherlands,Europe,19,53.11902563249726,6.363145917453121
2017,Product Manager,Legal,Netherlands,Europe,58,51.32092770916095,5.213588083751614
2017,UX Designer,Engineering,Netherlands,Europe,96,52.76638942555744,4.297071493305148
2017,Cybersecurity Analyst,Finance,Netherlands,Europe,29,52.93144285161776,4.5623341743999095
2017,AI Researcher,HR,Netherlands,Europe,14,51.66402085878313,5.406001404995219
2017,Software Engineer,IT,Spain,Europe,2,38.35456017193952,-6.113918732727264
2017,Data Scientist,IT,Spain,Europe,2,41.94413957956347,-8.675473243597542
2017,Marketing Manager,Sales,Spain,Europe,90,43.142082114268625,-5.446233987681758
2017,Financial Analyst,Engineering,Spain,Europe,61,36.18001315030459,-1.9761947397173563
2017,HR Specialist,Sales,Spain,Europe,26,41.10378745068071,-6.485899514890182
2017,IT Support,HR,Spain,Europe,41,36.675679984083686,-1.4331008379996266
2017,Sales Executive,HR,Spain,Europe,23,40.6355019270536,-0.9376490673340854
2017,Operations Manager,Legal,Spain,Europe,79,38.12378640598336,-4.609927857214184
2017,Legal Consultant,Sales,Spain,Europe,18,43.09487488891512,2.126783021493326
2017,Medical Doctor,HR,Spain,Europe,24,43.243696971918496,-1.2648373891140796
2017,Civil Engineer,Sales,Spain,Europe,26,43.054508162892816,-3.7697910744541723
2017,Product Manager,Operations,Spain,Europe,91,43.023124521855145,-2.136982529623994
2017,UX Designer,Operations,Spain,Europe,43,42.70849611448747,-6.608963371011411
2017,Cybersecurity Analyst,Marketing,Spain,Europe,43,41.67359308979037,-5.720134730931711
2017,AI Researcher,Operations,Spain,Europe,39,36.256599697071415,-0.4701585524244525
2018,Software Engineer,HR,USA,North America,62,36.0334299316621,-122.98253566026432
2018,Data Scientist,Engineering,USA,North America,72,47.1484590254604,-72.58756468444909
2018,Marketing Manager,Marketing,USA,North America,52,27.437260019581966,-124.57095226791007
2018,Financial Analyst,Marketing,USA,North America,27,41.18471637472773,-100.4649201293264
2018,HR Specialist,Marketing,USA,North America,35,24.520915468478275,-74.39595587846759
2018,IT Support,IT,USA,North America,40,25.496854009094832,-89.44454978645743
2018,Sales Executive,Legal,USA,North America,72,33.332077256833514,-84.1546340613318
2018,Operations Manager,Sales,USA,North America,83,34.0482027138593,-82.08864288522457
2018,Legal Consultant,Sales,USA,North America,11,44.048463626562786,-95.28535654375594
2018,Medical Doctor,Legal,USA,North America,14,41.292407538973166,-85.54911532620069
2018,Civil Engineer,HR,USA,North America,19,35.50432420133818,-120.3016849588601
2018,Product Manager,Legal,USA,North America,12,45.29790856480419,-108.68135337356671
2018,UX Designer,Engineering,USA,North America,43,40.47207686259518,-68.62369210568319
2018,Cybersecurity Analyst,Marketing,USA,North America,72,43.28040328430092,-77.97760912478282
2018,AI Researcher,IT,USA,North America,40,40.478764388511934,-121.25761925460132
2018,Software Engineer,Legal,Canada,North America,99,56.079544062197726,-74.42134338080987
2018,Data Scientist,Engineering,Canada,North America,68,42.050226868738676,-93.01342799697446
2018,Marketing Manager,Engineering,Canada,North America,57,81.11503707176404,-62.273302271557185
2018,Financial Analyst,IT,Canada,North America,7,55.00196662981555,-83.13658657709796
2018,HR Specialist,HR,Canada,North America,35,63.68717739441651,-70.86797348181666
2018,IT Support,Engineering,Canada,North America,90,79.43077626691934,-88.95667251859238
2018,Sales Executive,IT,Canada,North America,75,43.53531707507192,-84.47525602868882
2018,Operations Manager,Operations,Canada,North America,66,67.18786498362869,-58.11765505041488
2018,Legal Consultant,Marketing,Canada,North America,5,70.53068113740312,-73.738853255909
2018,Medical Doctor,Marketing,Canada,North America,24,46.673715471202414,-58.385767621000454
2018,Civil Engineer,Marketing,Canada,North America,83,63.762796939078825,-105.67186611997468
2018,Product Manager,IT,Canada,North America,76,44.95756772619505,-80.5280905043929
2018,UX Designer,IT,Canada,North America,34,43.429275248560415,-73.79339300898944
2018,Cybersecurity Analyst,Sales,Canada,North America,13,70.30164729937177,-132.4720670946687
2018,AI Researcher,Finance,Canada,North America,89,45.629996148967,-104.9069107168867
2018,Software Engineer,IT,Germany,Europe,66,52.344924782323844,14.054202945666303
2018,Data Scientist,Engineering,Germany,Europe,72,49.239826270048376,11.005222429567898
2018,Marketing Manager,IT,Germany,Europe,68,47.6898140306011,8.541050954576328
2018,Financial Analyst,HR,Germany,Europe,22,53.7302774146487,10.0985494014915
2018,HR Specialist,Operations,Germany,Europe,15,53.52482996551862,13.690504882600564
2018,IT Support,Sales,Germany,Europe,56,52.48842167626713,12.718188229523495
2018,Sales Executive,HR,Germany,Europe,2,51.107494568416534,6.689630141679308
2018,Operations Manager,Marketing,Germany,Europe,79,47.586404537450505,8.455038526525172
2018,Legal Consultant,Operations,Germany,Europe,85,51.65822340490209,10.422855382072285
2018,Medical Doctor,IT,Germany,Europe,7,48.311302161164825,8.086345655734998
2018,Civil Engineer,Engineering,Germany,Europe,38,52.904039977818194,10.329690937837743
2018,Product Manager,Sales,Germany,Europe,8,52.90392145678458,13.998623569581156
2018,UX Designer,Operations,Germany,Europe,88,53.23860066828922,10.222279838582509
2018,Cybersecurity Analyst,HR,Germany,Europe,77,54.949713905139944,7.270773850581626
2018,AI Researcher,Sales,Germany,Europe,67,53.09831199988106,6.426504471035501
2018,Software Engineer,Marketing,UK,Europe,100,52.91478670249866,-4.192846309271627
2018,Data Scientist,IT,UK,Europe,1,56.585281829395036,1.657590021964367
2018,Marketing Manager,Legal,UK,Europe,44,58.596804161145286,-7.385070997063519
2018,Financial Analyst,Finance,UK,Europe,85,59.19585632521439,1.2522516475523346
2018,HR Specialist,Operations,UK,Europe,99,57.39067172227577,-2.5267719165076006
2018,IT Support,HR,UK,Europe,2,59.197015001771376,-4.796432738205013
2018,Sales Executive,IT,UK,Europe,25,52.43613954466215,0.9322638620161285
2018,Operations Manager,IT,UK,Europe,73,51.63922382560321,-3.307201343788395
2018,Legal Consultant,HR,UK,Europe,49,52.75790171549493,-0.03132461809782505
2018,Medical Doctor,HR,UK,Europe,56,59.81457640038616,-2.471693413309551
2018,Civil Engineer,Engineering,UK,Europe,58,58.69184452904352,-1.8063077061478277
2018,Product Manager,Operations,UK,Europe,42,51.25743528585151,1.0884441654852797
2018,UX Designer,Legal,UK,Europe,92,54.83775494090403,-4.510303641053232
2018,Cybersecurity Analyst,Operations,UK,Europe,28,50.948917420446286,-6.20248790872032
2018,AI Researcher,Marketing,UK,Europe,12,58.403051849095064,-1.5624619632972054
2018,Software Engineer,Marketing,France,Europe,13,44.49071956515978,6.189713285096325
2018,Data Scientist,Operations,France,Europe,75,41.43676984570172,3.5632478061416446
2018,Marketing Manager,IT,France,Europe,90,45.012836972671835,7.272580854617022
2018,Financial Analyst,Sales,France,Europe,15,41.823969024035684,4.4543244265464015
2018,HR Specialist,Engineering,France,Europe,38,49.78623130463264,6.56230486900653
2018,IT Support,Engineering,France,Europe,62,41.72001785586441,-0.6347788741589069
2018,Sales Executive,Operations,France,Europe,99,49.152133740866724,-3.753583582369714
2018,Operations Manager,Engineering,France,Europe,90,45.91073462864475,0.3233534480806206
2018,Legal Consultant,Sales,France,Europe,76,47.200564204491876,4.48650293848927
2018,Medical Doctor,HR,France,Europe,97,44.07027761213534,-0.5091173273656073
2018,Civil Engineer,HR,France,Europe,28,46.81318379101837,1.100183522594735
2018,Product Manager,Finance,France,Europe,52,50.18139124134063,-1.8404316309915298
2018,UX Designer,IT,France,Europe,90,48.36414532362629,-4.866408127898737
2018,Cybersecurity Analyst,Marketing,France,Europe,30,41.3572837735902,-2.63289881539769
2018,AI Researcher,Operations,France,Europe,2,46.326818596771794,8.222909101119951
2018,Software Engineer,Engineering,Australia,Australia,2,-16.82274195803799,129.13960931461588
2018,Data Scientist,IT,Australia,Australia,57,-22.720981261038133,141.97678925991377
2018,Marketing Manager,Legal,Australia,Australia,61,-26.290345029051,152.738486744902
2018,Financial Analyst,Engineering,Australia,Australia,82,-20.321729519369956,150.41548778031395
2018,HR Specialist,Sales,Australia,Australia,30,-34.50033379563348,150.01836852117873
2018,IT Support,HR,Australia,Australia,45,-26.882518476507062,116.9787405463108
2018,Sales Executive,Operations,Australia,Australia,86,-39.68020291309094,116.5775016108649
2018,Operations Manager,Operations,Australia,Australia,54,-40.50346466260482,134.33353447071087
2018,Legal Consultant,HR,Australia,Australia,95,-13.618463259005388,129.88586176841545
2018,Medical Doctor,Operations,Australia,Australia,10,-16.132518180437774,151.74362781707458
2018,Civil Engineer,Sales,Australia,Australia,93,-34.847189238933936,146.7881533856802
2018,Product Manager,Marketing,Australia,Australia,53,-28.557390255869723,120.71722400815575
2018,UX Designer,Engineering,Australia,Australia,76,-29.870939105082588,143.9186458706438
2018,Cybersecurity Analyst,Operations,Australia,Australia,95,-23.364903482563307,148.89070545742595
2018,AI Researcher,Operations,Australia,Australia,66,-28.684698870594396,151.43742520362733
2018,Software Engineer,HR,India,Asia,78,22.53335945095964,86.34215667889325
2018,Data Scientist,Engineering,India,Asia,56,6.8993541751706795,79.74832686150206
2018,Marketing Manager,Sales,India,Asia,11,7.510528300711563,94.20766004692197
2018,Financial Analyst,Marketing,India,Asia,34,23.699392742102106,81.70583271435903
2018,HR Specialist,Finance,India,Asia,19,26.563186676924342,76.7146456769238
2018,IT Support,HR,India,Asia,91,7.310096810347817,89.17225519422851
2018,Sales Executive,Engineering,India,Asia,86,12.010992701519099,74.28523546796079
2018,Operations Manager,IT,India,Asia,30,12.59098235192495,92.0725509485138
2018,Legal Consultant,Sales,India,Asia,96,16.799630407445555,79.65124359987539
2018,Medical Doctor,Legal,India,Asia,79,23.518961513441464,96.97338088292156
2018,Civil Engineer,Sales,India,Asia,65,17.98414673587622,95.84542629540971
2018,Product Manager,Finance,India,Asia,89,21.74324675452564,88.29286163864045
2018,UX Designer,IT,India,Asia,58,15.855488882177925,90.70097739486783
2018,Cybersecurity Analyst,Marketing,India,Asia,68,30.143234330265088,90.82645206988708
2018,AI Researcher,Marketing,India,Asia,86,27.540915249471265,69.67394521112534
2018,Software Engineer,IT,Brazil,South America,36,1.1494442003791292,-54.57632946032032
2018,Data Scientist,HR,Brazil,South America,14,-9.937518335722647,-59.91822292248325
2018,Marketing Manager,Engineering,Brazil,South America,79,-14.507186877378945,-47.35570936165914
2018,Financial Analyst,HR,Brazil,South America,21,-0.0878443866452372,-48.493548899119006
2018,HR Specialist,Sales,Brazil,South America,8,0.9099290292972384,-62.80998202543228
2018,IT Support,Marketing,Brazil,South America,40,-27.492769894578664,-46.91283192932238
2018,Sales Executive,Sales,Brazil,South America,88,-19.97592475333465,-45.78493982850324
2018,Operations Manager,Legal,Brazil,South America,90,-8.341321631121001,-72.13229988389254
2018,Legal Consultant,Sales,Brazil,South America,90,-1.693015490135842,-46.33986236165941
2018,Medical Doctor,Marketing,Brazil,South America,7,-18.974162809008384,-69.22527132857338
2018,Civil Engineer,Legal,Brazil,South America,8,-21.286904216555477,-66.15059775232382
2018,Product Manager,Marketing,Brazil,South America,26,-28.75669489698488,-46.09062495901117
2018,UX Designer,Legal,Brazil,South America,44,-2.0569041462665574,-46.75808605817843
2018,Cybersecurity Analyst,Finance,Brazil,South America,95,-31.317289264897227,-44.33970844363486
2018,AI Researcher,Sales,Brazil,South America,97,-6.6794249334168185,-66.30712698168206
2018,Software Engineer,Engineering,China,Asia,12,20.242859391080533,95.71999561177907
2018,Data Scientist,Marketing,China,Asia,13,28.326068126369442,113.3607660895681
2018,Marketing Manager,Marketing,China,Asia,24,49.10199481268992,88.53258483773699
2018,Financial Analyst,Legal,China,Asia,71,32.609837642474915,85.97880354918513
2018,HR Specialist,Operations,China,Asia,12,46.09233871542094,80.81280229352724
2018,IT Support,Operations,China,Asia,37,32.48374764431107,78.5270153105662
2018,Sales Executive,Finance,China,Asia,43,46.8847499863427,75.39316829194362
2018,Operations Manager,Operations,China,Asia,63,50.91921765640372,116.52769681977702
2018,Legal Consultant,Sales,China,Asia,16,39.812778663191935,127.8567206888621
2018,Medical Doctor,Legal,China,Asia,9,19.853509530959954,97.68015076683292
2018,Civil Engineer,Operations,China,Asia,79,51.49862366503516,103.56810074334757
2018,Product Manager,Engineering,China,Asia,20,35.902358435384556,133.16789028483868
2018,UX Designer,Engineering,China,Asia,34,31.95406763193125,91.85166867458226
2018,Cybersecurity Analyst,Marketing,China,Asia,73,30.435494708874685,134.29429465630326
2018,AI Researcher,Operations,China,Asia,74,27.032167285257565,88.89239984869413
2018,Software Engineer,Engineering,Japan,Asia,91,35.6522716712778,135.52721659374646
2018,Data Scientist,Engineering,Japan,Asia,60,30.77587781837433,135.83797427757818
2018,Marketing Manager,Sales,Japan,Asia,65,38.9200105839222,141.40005887690108
2018,Financial Analyst,Engineering,Japan,Asia,22,35.2705179954017,139.2284321281433
2018,HR Specialist,Sales,Japan,Asia,10,43.35845146584175,145.37240670116958
2018,IT Support,Operations,Japan,Asia,25,40.91402844534783,136.41114574573555
2018,Sales Executive,IT,Japan,Asia,90,43.197322390109065,140.4752622631908
2018,Operations Manager,IT,Japan,Asia,85,39.76842875985513,136.15208806792822
2018,Legal Consultant,Marketing,Japan,Asia,68,39.502321119010794,137.4952316651676
2018,Medical Doctor,Operations,Japan,Asia,59,45.19000228037462,138.50946727997757
2018,Civil Engineer,Marketing,Japan,Asia,22,40.35398723717459,130.81814006120828
2018,Product Manager,Sales,Japan,Asia,81,31.296878472953452,133.63695378430822
2018,UX Designer,Finance,Japan,Asia,25,33.35910568435793,135.19514427988685
2018,Cybersecurity Analyst,Legal,Japan,Asia,93,44.349952450985,130.9922928666829
2018,AI Researcher,Finance,Japan,Asia,83,33.57396803345052,132.11263310495448
2018,Software Engineer,Engineering,Mexico,North America,61,19.964128469408042,-98.48216380555317
2018,Data Scientist,HR,Mexico,North America,46,15.237005453975547,-93.809671619074
2018,Marketing Manager,Sales,Mexico,North America,21,24.461029323900753,-102.7180741692667
2018,Financial Analyst,Finance,Mexico,North America,43,21.951817947826505,-101.53422060606313
2018,HR Specialist,IT,Mexico,North America,50,18.2131616396518,-90.74162993494096
2018,IT Support,Sales,Mexico,North America,74,16.107855773975942,-116.40331734778519
2018,Sales Executive,Operations,Mexico,North America,33,32.02442984950536,-110.95380505481718
2018,Operations Manager,Finance,Mexico,North America,42,27.79019433580261,-117.41921332510664
2018,Legal Consultant,Engineering,Mexico,North America,100,25.97158750615889,-107.33161673994987
2018,Medical Doctor,Finance,Mexico,North America,3,23.0214097979787,-92.833082936441
2018,Civil Engineer,Legal,Mexico,North America,68,27.57817309899783,-110.61866431488272
2018,Product Manager,Finance,Mexico,North America,95,16.71028951059955,-110.28529701135271
2018,UX Designer,HR,Mexico,North America,58,18.01948174598648,-104.76798005278914
2018,Cybersecurity Analyst,Sales,Mexico,North America,100,21.26858312884731,-91.83258544638197
2018,AI Researcher,Engineering,Mexico,North America,25,30.532905512308677,-109.13814741067795
2018,Software Engineer,Engineering,South Africa,Africa,21,-26.3492705038715,27.219749689791747
2018,Data Scientist,HR,South Africa,Africa,52,-29.296461566709624,19.802983636418396
2018,Marketing Manager,Marketing,South Africa,Africa,89,-26.259633324773052,23.158271001025746
2018,Financial Analyst,Marketing,South Africa,Africa,58,-32.47474004408596,23.520037782695855
2018,HR Specialist,Marketing,South Africa,Africa,65,-38.42787922561115,19.091563041837325
2018,IT Support,Marketing,South Africa,Africa,38,-24.80506470459285,27.58938663903456
2018,Sales Executive,IT,South Africa,Africa,21,-26.29756349972412,21.00133209631555
2018,Operations Manager,Marketing,South Africa,Africa,45,-41.52662002421638,31.477712230461897
2018,Legal Consultant,Sales,South Africa,Africa,76,-42.833344134350845,22.8530103990387
2018,Medical Doctor,HR,South Africa,Africa,48,-38.46567843760236,29.005686025640628
2018,Civil Engineer,Legal,South Africa,Africa,31,-35.934692353117214,24.888793149244442
2018,Product Manager,Legal,South Africa,Africa,43,-44.369771880235334,18.097281899046067
2018,UX Designer,Legal,South Africa,Africa,45,-31.786016186606766,27.15385657763962
2018,Cybersecurity Analyst,Finance,South Africa,Africa,8,-32.66828358923411,30.893664710423735
2018,AI Researcher,HR,South Africa,Africa,27,-26.4520779882534,19.319637536335993
2018,Software Engineer,Legal,Italy,Europe,41,43.94962130297065,14.626982400476212
2018,Data Scientist,HR,Italy,Europe,95,46.87137450977808,9.459482283174824
2018,Marketing Manager,HR,Italy,Europe,8,36.562153956528405,10.56176521539568
2018,Financial Analyst,HR,Italy,Europe,36,42.53427377616771,16.06019285512926
2018,HR Specialist,Engineering,Italy,Europe,62,46.66483452979434,8.798786023947354
2018,IT Support,HR,Italy,Europe,90,46.15577918041668,12.316090706222502
2018,Sales Executive,Engineering,Italy,Europe,34,43.82959727871395,18.04385784736809
2018,Operations Manager,Legal,Italy,Europe,45,38.693282984877506,17.558959611854377
2018,Legal Consultant,Sales,Italy,Europe,16,38.69579626253095,14.699554852447571
2018,Medical Doctor,Operations,Italy,Europe,83,36.445673328105876,18.082927035261164
2018,Civil Engineer,Legal,Italy,Europe,15,45.52512489403206,13.726245133610789
2018,Product Manager,Engineering,Italy,Europe,80,39.01172466561042,15.259858298552333
2018,UX Designer,Legal,Italy,Europe,54,36.67681286796191,9.962662004378851
2018,Cybersecurity Analyst,IT,Italy,Europe,90,43.455174897140736,17.40060818470814
2018,AI Researcher,Operations,Italy,Europe,45,45.32900619166762,10.840076908045006
2018,Software Engineer,Legal,Netherlands,Europe,74,52.89980906038518,3.71538617283115
2018,Data Scientist,Finance,Netherlands,Europe,59,52.66459744083912,6.189913887825259
2018,Marketing Manager,Legal,Netherlands,Europe,63,51.39741042883552,5.835173844805912
2018,Financial Analyst,Marketing,Netherlands,Europe,100,50.86710756268949,4.909593162206841
2018,HR Specialist,Sales,Netherlands,Europe,0,51.35267296024874,5.951823141663636
2018,IT Support,IT,Netherlands,Europe,36,51.66752578971517,4.430671280540641
2018,Sales Executive,Marketing,Netherlands,Europe,12,53.09426321014979,6.318949538993422
2018,Operations Manager,Engineering,Netherlands,Europe,72,50.92249591725938,6.881627470485036
2018,Legal Consultant,Engineering,Netherlands,Europe,100,53.34528174267594,6.929926922544229
2018,Medical Doctor,Sales,Netherlands,Europe,93,51.934907818402586,4.803674831032121
2018,Civil Engineer,Marketing,Netherlands,Europe,31,53.27143102304722,4.39656380883635
2018,Product Manager,Finance,Netherlands,Europe,26,51.0878696194474,6.759981735339382
2018,UX Designer,Operations,Netherlands,Europe,19,50.85915163376776,6.334972253475723
2018,Cybersecurity Analyst,IT,Netherlands,Europe,37,52.977625405600044,6.265253593737356
2018,AI Researcher,Engineering,Netherlands,Europe,39,53.169190745830285,4.390378610806679
2018,Software Engineer,HR,Spain,Europe,79,38.03318355431171,-7.2711686773050666
2018,Data Scientist,Marketing,Spain,Europe,54,43.107342846884656,-3.226587480707595
2018,Marketing Manager,Legal,Spain,Europe,63,37.614158702291675,-9.22371914739159
2018,Financial Analyst,IT,Spain,Europe,95,40.70470961982498,-2.4738737367222328
2018,HR Specialist,HR,Spain,Europe,9,41.948329220533395,-3.0051692212337073
2018,IT Support,HR,Spain,Europe,56,36.54139966904537,2.5908838007985473
2018,Sales Executive,Finance,Spain,Europe,39,39.04335261202344,-6.846182181226541
2018,Operations Manager,HR,Spain,Europe,3,38.68387104922176,0.9527099223405244
2018,Legal Consultant,Engineering,Spain,Europe,89,43.621230239238194,-4.40485213475381
2018,Medical Doctor,IT,Spain,Europe,80,37.86183094329519,-2.5885716875371783
2018,Civil Engineer,Operations,Spain,Europe,98,37.22407045569256,2.9919901577140013
2018,Product Manager,Finance,Spain,Europe,92,38.916400795322545,-0.18363901000245164
2018,UX Designer,Marketing,Spain,Europe,77,42.33508034194084,-4.131525422872947
2018,Cybersecurity Analyst,Operations,Spain,Europe,47,40.947950845656045,-3.639164937076173
2018,AI Researcher,Legal,Spain,Europe,89,37.39969672078003,-6.162881813287388
2019,Software Engineer,Marketing,USA,North America,14,38.61074549368653,-112.46399541177172
2019,Data Scientist,Finance,USA,North America,63,31.651288360812167,-96.62909969574024
2019,Marketing Manager,Finance,USA,North America,81,24.57760097683401,-98.85347422381975
2019,Financial Analyst,IT,USA,North America,9,29.090579882031378,-110.54590122187051
